Student_ID,Age,Gender,Grade,Section,Math_Score,Science_Score,English_Score,Social_Score,Computer_Score,Attendance_Percentage,Study_Hours,Homework_Completion,Parent_Education,Family_Income,Transport_Mode,Distance_from_School_km,Extra_Curricular,Sports_Participation,Discipline_Record,Library_Usage,Internet_Access,Online_Class_Attendance,Health_Issues,Scholarship,Exam_Stress_Level,Teacher_Feedback,Peer_Interaction,Result_Status
406,16,Male,6,B,75,51,54,94,89,99,6,Yes,High School,78609,Cycle,15.7,Music,Yes,Good,Low,No,Irregular,Minor,No,High,Average,Medium,Fail
407,16,Male,3,C,52,46,85,67,59,92,7,Yes,Graduate,44201,Van,13.05,Music,No,Poor,Medium,No,Regular,None,No,High,Average,Low,Pass
408,17,Female,4,C,39,98,59,43,88,92,7,No,Post Graduate,24614,Van,14.27,Music,No,Good,Low,Yes,Irregular,Minor,No,Low,Good,Low,Fail
409,14,Female,12,C,88,56,44,63,35,99,7,Yes,High School,45325,Van,16.38,Dance,Yes,Poor,Medium,Yes,Regular,Minor,No,Medium,Average,High,Pass
410,10,Male,8,D,52,58,63,94,88,68,2,Yes,Post Graduate,47251,Van,5.3,Sports,Yes,Poor,High,Yes,Regular,None,No,Low,Average,Low,Pass
411,17,Male,10,C,55,47,51,55,84,85,3,Yes,High School,18735,Van,7.26,Sports,No,Poor,Low,Yes,Irregular,Minor,No,Low,Excellent,High,Pass
412,11,Female,4,A,74,96,75,98,60,69,2,Yes,High School,77445,Cycle,2.57,Music,Yes,Good,Low,Yes,Regular,Minor,No,High,Excellent,Medium,Fail
413,9,Male,6,D,49,45,98,65,63,63,2,No,Post Graduate,42645,Van,19.77,Dance,Yes,Poor,Low,Yes,Irregular,None,No,Low,Average,Low,Pass
414,6,Female,12,D,76,75,41,41,56,69,7,No,Graduate,52760,Walk,6.95,None,Yes,Good,High,Yes,Regular,None,No,Medium,Excellent,High,Pass
415,16,Female,10,D,45,52,95,36,38,74,7,No,Post Graduate,34069,Bus,5.12,Music,Yes,Poor,High,Yes,Regular,None,No,High,Good,Medium,Fail
416,7,Female,4,A,48,61,52,49,66,67,1,No,Post Graduate,23142,Van,12.74,Music,No,Poor,Medium,No,Irregular,Minor,No,Medium,Excellent,High,Fail
417,17,Male,4,D,44,99,68,66,38,72,7,No,Post Graduate,38401,Walk,9.08,Dance,No,Average,High,No,Regular,Chronic,No,High,Average,Low,Fail
418,15,Male,9,C,48,86,42,77,35,92,1,Yes,High School,36027,Van,1.34,Dance,No,Poor,High,Yes,Regular,Minor,No,Low,Average,Medium,Fail
419,13,Male,11,B,79,88,51,59,68,82,6,No,Graduate,73374,Bus,11.88,Sports,Yes,Poor,Medium,Yes,Regular,None,No,Medium,Excellent,Medium,Fail
420,5,Male,11,A,46,71,65,54,95,68,3,Yes,High School,31033,Bus,18.4,None,Yes,Good,High,Yes,Regular,None,No,Low,Average,Medium,Pass
421,10,Female,6,C,43,40,81,84,95,66,6,Yes,High School,14516,Bus,8.31,Sports,Yes,Average,High,No,Regular,Minor,Yes,High,Excellent,Low,Fail
422,8,Male,9,C,57,88,42,95,38,79,1,No,High School,35288,Van,2.25,Music,No,Good,Low,Yes,Irregular,Minor,No,Medium,Average,Low,Fail
423,13,Female,9,C,84,82,94,83,48,95,5,Yes,High School,83625,Bus,8.88,None,Yes,Good,Medium,Yes,Irregular,None,No,Medium,Good,Medium,Fail
424,14,Female,4,D,57,48,36,88,46,73,4,Yes,High School,16834,Van,15.2,Dance,No,Poor,Low,Yes,Regular,None,Yes,Medium,Excellent,Medium,Pass
425,11,Male,11,C,59,84,59,94,72,81,3,No,Graduate,20688,Bus,17.29,Music,Yes,Poor,High,No,Regular,Chronic,No,Low,Excellent,Medium,Pass
426,16,Male,2,A,98,82,59,66,40,96,5,Yes,Graduate,22248,Cycle,16.4,Sports,Yes,Poor,Medium,Yes,Regular,Minor,No,Low,Average,High,Fail
427,10,Male,7,A,65,97,66,47,80,79,3,Yes,Post Graduate,25077,Walk,3.03,None,Yes,Good,Low,Yes,Regular,Minor,No,Low,Excellent,High,Fail
428,15,Male,4,C,98,94,82,63,67,76,4,No,Post Graduate,29685,Cycle,5.79,Sports,No,Average,High,No,Regular,Minor,No,High,Excellent,Low,Pass
429,17,Female,3,B,35,57,68,95,77,73,6,No,High School,85200,Walk,9.48,Music,No,Average,Low,Yes,Regular,Chronic,No,High,Average,Low,Fail
430,15,Female,7,C,92,41,91,80,37,97,4,Yes,Post Graduate,41987,Bus,1.83,Sports,No,Poor,Low,Yes,Irregular,None,Yes,Medium,Good,Low,Fail
431,13,Male,5,B,80,55,45,83,83,62,7,No,Graduate,20357,Cycle,3.87,Music,No,Poor,Low,No,Regular,Chronic,No,High,Excellent,Medium,Pass
432,16,Female,10,D,52,99,83,55,74,80,7,Yes,High School,77399,Van,4.64,Dance,No,Good,Low,Yes,Irregular,Chronic,No,Medium,Excellent,Medium,Pass
433,14,Male,3,A,61,77,81,66,80,71,2,Yes,Graduate,41711,Bus,6.58,Dance,No,Poor,Low,No,Regular,Minor,Yes,Low,Good,High,Fail
434,11,Female,4,C,73,80,76,47,76,92,4,Yes,High School,95945,Cycle,3.65,Sports,No,Average,Medium,No,Regular,Chronic,Yes,High,Excellent,Low,Pass
435,9,Male,5,A,80,96,71,51,88,77,3,Yes,Post Graduate,39907,Bus,18.13,None,No,Poor,Medium,No,Irregular,None,Yes,High,Good,Medium,Pass
436,12,Male,2,C,57,41,84,42,75,87,2,Yes,Post Graduate,94920,Cycle,14.17,Dance,No,Good,Medium,Yes,Regular,Chronic,Yes,Medium,Excellent,Low,Pass
437,6,Male,5,C,80,91,49,39,48,78,2,Yes,High School,64376,Van,9.46,Sports,Yes,Poor,Medium,No,Irregular,None,Yes,High,Average,Medium,Fail
438,10,Female,5,B,69,52,41,53,57,68,3,No,Graduate,28377,Bus,11.27,Sports,Yes,Average,Low,Yes,Irregular,Minor,Yes,Low,Excellent,Medium,Pass
439,17,Male,3,D,54,96,50,68,46,97,4,Yes,Post Graduate,26083,Cycle,8.08,Music,No,Poor,Medium,Yes,Regular,None,No,High,Average,Low,Fail
440,13,Female,5,B,92,57,94,73,77,66,4,No,High School,29648,Bus,4.0,Dance,No,Average,Low,Yes,Regular,None,Yes,Medium,Average,Low,Fail
441,10,Female,11,A,54,94,81,55,96,65,2,No,Graduate,30787,Van,18.37,Music,Yes,Poor,Medium,Yes,Irregular,Minor,No,High,Average,High,Fail
442,8,Male,3,B,61,89,94,90,85,61,5,Yes,Post Graduate,68139,Bus,18.36,Dance,Yes,Poor,Low,No,Irregular,None,No,Medium,Excellent,High,Fail
443,16,Male,3,B,94,59,51,64,90,82,2,No,Post Graduate,24942,Cycle,18.8,None,Yes,Good,Low,Yes,Regular,None,Yes,Medium,Good,Medium,Pass
444,13,Male,7,A,39,84,72,66,50,66,1,No,High School,10845,Van,9.91,Dance,No,Average,Medium,Yes,Regular,None,No,Medium,Average,High,Pass
445,11,Female,2,B,94,82,43,90,77,71,2,Yes,Graduate,62372,Walk,1.74,Sports,Yes,Average,High,Yes,Irregular,Chronic,Yes,Medium,Average,High,Fail
446,13,Female,6,D,93,68,61,68,72,67,5,Yes,Graduate,83534,Bus,10.43,Music,Yes,Poor,High,Yes,Regular,Chronic,Yes,High,Excellent,Low,Fail
447,17,Female,12,B,63,36,57,72,75,80,3,Yes,Graduate,47973,Bus,3.52,None,No,Poor,High,No,Irregular,None,No,High,Excellent,High,Fail
448,8,Female,7,A,85,44,81,42,36,81,3,Yes,High School,86418,Van,19.17,None,Yes,Average,Low,No,Irregular,Minor,No,High,Good,Medium,Pass
449,11,Female,12,C,70,43,61,50,52,65,3,Yes,Post Graduate,35958,Cycle,5.42,Music,Yes,Average,Medium,No,Regular,Minor,No,Medium,Good,Medium,Fail
450,13,Male,1,A,64,52,52,99,56,87,7,No,Graduate,30403,Cycle,15.78,Sports,No,Poor,Low,Yes,Irregular,None,No,High,Excellent,High,Pass
451,8,Female,4,A,60,63,63,76,77,90,5,Yes,High School,98565,Walk,10.95,Dance,No,Poor,High,Yes,Irregular,Chronic,Yes,High,Average,Low,Pass
452,12,Female,10,A,44,82,92,57,92,85,7,No,Post Graduate,43823,Walk,8.19,Sports,Yes,Poor,Low,No,Regular,Chronic,Yes,Medium,Average,Medium,Pass
453,17,Male,1,D,67,58,62,77,72,92,3,Yes,Graduate,54844,Cycle,4.35,Music,No,Good,High,Yes,Regular,Chronic,Yes,Medium,Excellent,Medium,Fail
454,7,Female,5,D,74,60,46,79,38,63,1,No,High School,34692,Van,10.84,Sports,No,Poor,Low,Yes,Irregular,None,No,High,Excellent,Medium,Fail
455,5,Male,6,A,76,79,61,96,90,89,5,No,Graduate,35374,Cycle,18.55,Dance,Yes,Good,Medium,Yes,Irregular,Minor,No,High,Average,High,Pass
456,10,Male,8,D,77,89,85,63,77,69,3,No,High School,67049,Cycle,5.63,Dance,No,Good,High,No,Irregular,Minor,Yes,Medium,Excellent,High,Fail
457,17,Female,5,C,46,41,57,50,57,87,5,Yes,Graduate,24227,Bus,11.19,Music,Yes,Good,Medium,No,Regular,Minor,Yes,Medium,Average,Low,Pass
458,9,Male,8,B,84,47,53,77,86,71,1,No,Post Graduate,86478,Bus,2.18,Music,Yes,Poor,High,Yes,Regular,Chronic,No,Medium,Excellent,Low,Pass
459,8,Male,10,C,51,96,49,35,84,92,3,No,High School,30160,Cycle,11.08,None,Yes,Poor,Low,Yes,Irregular,None,Yes,High,Average,Medium,Fail
460,9,Female,9,D,78,81,60,94,53,70,1,No,Graduate,62535,Van,15.47,Sports,Yes,Average,Low,Yes,Regular,None,No,High,Average,Medium,Pass
461,16,Male,6,D,91,58,59,60,95,60,2,No,High School,90205,Walk,2.43,Dance,No,Good,High,No,Irregular,None,No,Low,Good,Low,Fail
462,8,Female,4,A,93,60,95,72,40,85,7,Yes,High School,99950,Van,11.81,Dance,Yes,Good,Low,Yes,Regular,Minor,No,High,Excellent,Low,Fail
463,10,Male,10,D,73,72,85,95,76,81,1,No,Post Graduate,99524,Van,15.94,Music,No,Poor,High,No,Regular,Chronic,Yes,High,Average,Low,Fail
464,13,Female,12,B,56,71,69,55,42,62,3,Yes,High School,84730,Bus,19.67,Dance,No,Average,High,Yes,Regular,Chronic,No,Medium,Excellent,Medium,Pass
465,5,Male,8,A,40,73,66,54,52,63,6,No,Graduate,83991,Cycle,8.1,Sports,No,Poor,Medium,Yes,Regular,Chronic,No,Medium,Excellent,Medium,Pass
466,5,Male,10,B,77,77,56,55,58,73,6,No,Graduate,36745,Walk,6.06,Music,No,Poor,High,No,Regular,Chronic,Yes,High,Excellent,Medium,Pass
467,8,Male,11,D,70,95,37,57,61,87,2,No,High School,82981,Bus,2.16,Music,No,Good,Medium,Yes,Regular,Minor,No,Low,Excellent,Low,Pass
468,5,Female,8,B,54,88,90,84,85,85,5,Yes,Graduate,21882,Van,5.51,Sports,No,Poor,Medium,No,Regular,None,No,Medium,Average,High,Fail
469,13,Male,9,C,86,47,77,98,59,69,1,No,Post Graduate,79521,Van,2.59,Music,No,Good,Low,Yes,Regular,Chronic,Yes,Medium,Good,High,Fail
470,5,Female,5,C,35,93,87,82,67,65,1,No,Graduate,78269,Bus,18.45,Dance,No,Poor,Medium,No,Regular,Chronic,No,Medium,Excellent,Medium,Pass
471,6,Male,1,B,38,59,53,44,95,99,2,Yes,Graduate,23826,Bus,7.59,None,No,Poor,High,No,Irregular,Minor,Yes,High,Good,Medium,Pass
472,15,Female,1,B,89,42,49,37,77,91,7,Yes,Post Graduate,18997,Van,3.47,Sports,No,Average,Medium,Yes,Regular,Chronic,No,Low,Good,Low,Pass
473,13,Female,4,B,35,77,53,58,85,91,3,No,Graduate,20554,Walk,1.36,Sports,Yes,Good,Low,Yes,Regular,Minor,Yes,High,Average,Medium,Pass
474,10,Male,10,C,49,75,90,71,82,95,5,Yes,Graduate,89168,Cycle,6.13,Sports,No,Good,High,Yes,Regular,Minor,No,High,Excellent,Low,Fail
475,17,Male,9,C,90,35,37,78,43,82,6,Yes,High School,35734,Bus,6.6,Dance,Yes,Good,Low,No,Irregular,Chronic,No,High,Average,Medium,Fail
476,8,Female,3,A,56,52,51,47,73,79,2,No,Post Graduate,64168,Walk,19.47,None,Yes,Average,Low,No,Irregular,None,Yes,Medium,Excellent,Low,Pass
477,9,Female,10,A,77,95,99,58,99,70,3,No,Post Graduate,79221,Van,6.65,None,Yes,Poor,Low,No,Irregular,Minor,No,High,Average,High,Fail
478,6,Male,2,B,89,44,46,38,48,64,6,No,Post Graduate,73479,Van,14.63,Dance,No,Poor,Low,No,Regular,None,Yes,High,Good,Medium,Fail
479,13,Female,9,B,61,70,82,45,86,90,2,Yes,Graduate,79596,Van,8.68,Sports,No,Average,Low,Yes,Irregular,Minor,Yes,Low,Excellent,Low,Fail
480,7,Male,9,A,74,64,83,71,49,60,4,No,Graduate,14805,Van,16.12,None,No,Good,High,Yes,Regular,None,Yes,Low,Average,High,Fail
481,16,Male,4,C,45,92,58,88,37,66,1,Yes,Graduate,97227,Walk,11.26,None,No,Average,Low,Yes,Irregular,Chronic,Yes,Medium,Average,High,Fail
482,8,Male,8,C,73,50,76,69,80,73,1,Yes,Graduate,44360,Walk,18.61,Music,No,Average,High,Yes,Regular,Minor,Yes,Medium,Excellent,Low,Fail
483,11,Male,4,C,93,88,66,95,42,92,2,No,High School,28434,Cycle,18.06,Dance,Yes,Good,Medium,No,Regular,None,No,Medium,Excellent,High,Fail
484,16,Male,2,C,76,68,98,42,36,65,7,No,High School,36866,Bus,11.73,None,No,Good,Low,No,Regular,Chronic,Yes,High,Excellent,High,Pass
485,12,Male,7,D,98,75,95,87,95,74,2,No,Graduate,69639,Walk,3.68,Music,No,Good,Medium,Yes,Regular,None,No,High,Excellent,Medium,Pass
486,13,Male,5,A,60,87,77,70,74,92,1,Yes,High School,65627,Walk,5.37,Sports,Yes,Poor,Medium,No,Irregular,Minor,No,Medium,Average,Low,Fail
487,14,Male,1,C,44,74,37,82,40,76,3,No,Post Graduate,95118,Van,11.5,None,Yes,Average,Medium,Yes,Irregular,Minor,Yes,High,Average,High,Fail
488,5,Male,12,D,97,49,57,74,98,67,2,Yes,High School,42245,Cycle,14.29,Dance,No,Average,Low,No,Irregular,Minor,Yes,High,Excellent,Low,Fail
489,11,Female,4,B,50,42,54,35,69,75,6,Yes,Post Graduate,40930,Walk,5.32,None,Yes,Good,Low,No,Irregular,Minor,Yes,Low,Excellent,Low,Pass
490,16,Female,8,D,81,38,70,99,36,90,1,Yes,Post Graduate,25443,Walk,18.74,None,Yes,Poor,High,No,Irregular,Minor,No,Medium,Average,Low,Fail
491,13,Female,2,D,35,75,55,40,92,94,3,No,Graduate,31904,Bus,8.41,Sports,No,Average,Medium,No,Irregular,Minor,No,Medium,Average,High,Pass
492,9,Female,9,D,48,88,66,73,39,90,6,No,Graduate,40194,Cycle,3.26,Sports,No,Poor,Medium,No,Regular,Minor,Yes,High,Average,Medium,Pass
493,8,Male,12,D,70,59,89,46,46,82,5,Yes,Post Graduate,26556,Cycle,18.77,Music,Yes,Average,Low,No,Regular,Minor,Yes,Medium,Good,High,Fail
494,8,Male,8,B,97,87,83,52,64,60,1,Yes,Post Graduate,98845,Bus,10.01,Dance,No,Average,Low,No,Irregular,Minor,Yes,High,Good,Medium,Pass
495,10,Male,7,A,50,92,74,44,68,90,1,No,Graduate,97991,Walk,19.24,Sports,No,Average,Medium,No,Regular,Minor,Yes,Low,Good,High,Fail
496,11,Female,1,A,39,83,97,65,58,92,6,Yes,High School,62544,Van,12.04,Sports,No,Average,Medium,Yes,Irregular,None,Yes,Low,Good,Low,Fail
497,12,Male,4,D,45,57,50,84,67,83,2,Yes,Post Graduate,42228,Cycle,15.89,None,No,Average,Medium,Yes,Regular,None,No,Low,Average,High,Fail
498,9,Female,2,B,36,55,84,81,78,93,1,Yes,Graduate,14350,Walk,9.11,Sports,No,Good,High,Yes,Regular,Chronic,Yes,Low,Good,Low,Pass
499,9,Male,9,A,49,75,59,71,39,67,5,Yes,Graduate,97512,Van,16.95,None,Yes,Good,Low,Yes,Irregular,None,No,Low,Excellent,Low,Pass
500,10,Male,4,B,72,62,81,55,92,70,6,Yes,Graduate,33104,Van,15.41,None,Yes,Poor,Medium,No,Irregular,Minor,Yes,Low,Average,High,Pass
501,10,Male,4,C,62,69,54,54,97,96,1,No,Graduate,67029,Cycle,14.93,None,Yes,Poor,Medium,Yes,Regular,None,No,Medium,Excellent,High,Pass
502,6,Male,9,C,85,82,81,49,71,61,4,Yes,Graduate,40391,Walk,4.43,Dance,No,Average,Medium,No,Regular,Chronic,Yes,Low,Average,Low,Fail
503,13,Female,5,D,72,91,90,91,81,66,6,Yes,Graduate,58549,Cycle,11.63,Sports,No,Poor,Medium,Yes,Irregular,None,No,Medium,Good,Medium,Pass
504,17,Male,2,A,79,39,65,52,90,96,7,Yes,Graduate,54072,Cycle,18.74,Music,No,Average,High,Yes,Regular,Chronic,Yes,High,Average,Medium,Fail
505,7,Female,9,C,63,69,43,65,92,69,6,No,Post Graduate,96437,Walk,9.07,Music,Yes,Average,Low,Yes,Regular,None,Yes,High,Average,High,Pass
506,10,Female,5,B,74,46,76,95,89,81,1,No,High School,66818,Van,12.66,Dance,No,Poor,Low,Yes,Regular,Chronic,Yes,High,Excellent,Low,Fail
507,5,Male,5,C,43,75,53,54,81,66,7,No,Post Graduate,13040,Cycle,9.6,None,No,Good,High,Yes,Regular,Minor,No,Low,Good,Medium,Pass
508,7,Male,7,A,80,43,81,99,74,72,7,No,Post Graduate,30262,Van,3.45,None,No,Poor,High,Yes,Irregular,Minor,No,Medium,Good,Low,Fail
509,11,Male,2,A,85,70,96,95,43,92,7,Yes,Graduate,28450,Cycle,11.19,Dance,No,Good,Medium,Yes,Irregular,Minor,No,High,Excellent,Low,Fail
510,12,Female,4,C,95,66,86,89,82,81,2,Yes,High School,64610,Van,11.49,Music,No,Average,Medium,Yes,Regular,Chronic,Yes,High,Excellent,High,Fail
511,10,Female,4,A,60,96,72,86,76,74,4,No,High School,25373,Walk,15.1,None,Yes,Good,Low,No,Irregular,Chronic,Yes,Low,Average,Medium,Fail
512,12,Male,6,B,77,85,90,83,73,71,6,No,Graduate,13630,Cycle,18.89,Sports,No,Average,Medium,No,Irregular,Chronic,No,High,Average,Medium,Pass
513,9,Female,7,D,97,61,96,89,53,64,1,Yes,Graduate,76244,Walk,1.09,Music,No,Good,Medium,Yes,Regular,Chronic,No,Low,Average,Low,Fail
514,5,Male,11,D,46,61,62,80,44,89,4,No,High School,15556,Bus,4.63,None,No,Good,High,Yes,Irregular,Minor,No,High,Excellent,High,Pass
515,15,Female,11,D,65,45,61,83,92,95,6,Yes,Graduate,35929,Walk,17.92,Music,No,Good,High,Yes,Irregular,None,No,Medium,Average,High,Pass
516,12,Female,11,A,95,35,45,82,91,61,3,No,Graduate,30724,Walk,13.41,Music,Yes,Good,Medium,No,Regular,Minor,Yes,Medium,Average,Medium,Fail
517,5,Male,6,A,80,73,42,52,47,68,7,Yes,Graduate,95593,Bus,2.8,Music,Yes,Average,Medium,Yes,Irregular,None,Yes,High,Good,Low,Pass
518,5,Male,7,B,38,81,73,57,84,90,7,No,Graduate,13192,Van,7.6,None,No,Good,Medium,Yes,Irregular,Chronic,No,Medium,Excellent,High,Pass
519,12,Male,10,C,54,48,84,92,68,66,2,No,Graduate,79839,Van,14.67,Sports,Yes,Average,Low,No,Regular,Chronic,No,High,Average,High,Pass
520,15,Male,4,C,68,95,45,69,36,90,6,Yes,Post Graduate,38320,Walk,12.43,None,No,Good,Medium,Yes,Irregular,None,No,Low,Excellent,Low,Fail
521,9,Male,9,B,36,41,67,80,38,81,3,Yes,High School,29625,Walk,1.04,Sports,Yes,Average,Medium,Yes,Regular,None,Yes,Low,Excellent,Low,Fail
522,16,Female,6,D,78,70,95,61,41,94,4,No,High School,20261,Walk,8.09,Sports,No,Poor,Low,No,Regular,Minor,Yes,Low,Good,Medium,Pass
523,16,Female,2,C,65,86,36,85,54,98,3,Yes,Graduate,23417,Cycle,6.79,Sports,Yes,Average,Medium,No,Irregular,Minor,No,Medium,Average,Low,Pass
524,10,Male,9,A,96,61,48,71,73,87,4,Yes,Post Graduate,67607,Cycle,8.1,Music,No,Good,Low,Yes,Regular,Chronic,No,Medium,Good,Medium,Fail
525,9,Male,6,A,96,84,74,49,74,93,1,Yes,Graduate,65551,Cycle,1.16,Music,Yes,Good,Medium,Yes,Irregular,Chronic,Yes,Low,Excellent,Low,Fail
526,9,Male,8,C,83,78,70,96,38,71,3,No,Post Graduate,84699,Cycle,10.74,Dance,Yes,Average,Low,No,Regular,None,No,Low,Good,High,Fail
527,14,Male,4,A,87,62,77,57,55,77,2,Yes,Post Graduate,26769,Walk,18.7,Dance,No,Average,Medium,Yes,Irregular,Chronic,Yes,Low,Good,High,Pass
528,17,Male,11,C,66,42,48,99,75,91,4,Yes,Graduate,96450,Walk,4.32,Music,Yes,Good,High,Yes,Irregular,Chronic,Yes,High,Excellent,Medium,Pass
529,5,Female,11,B,62,45,81,55,98,80,7,No,Graduate,79532,Van,0.97,Dance,No,Good,Low,No,Regular,Minor,Yes,Low,Good,High,Pass
530,16,Male,12,A,89,44,89,90,59,79,4,No,High School,49261,Cycle,4.56,Dance,No,Good,Low,No,Regular,None,Yes,Medium,Excellent,Medium,Fail
531,8,Female,1,D,37,54,55,51,83,99,1,No,High School,41849,Van,4.54,Dance,Yes,Poor,High,No,Irregular,Chronic,Yes,Low,Good,Medium,Fail
532,10,Female,7,D,56,59,37,82,72,94,5,Yes,Graduate,73699,Walk,9.1,Dance,Yes,Good,High,No,Irregular,None,Yes,Medium,Average,High,Pass
533,10,Male,8,B,93,87,60,94,85,69,6,Yes,High School,86140,Cycle,10.04,None,No,Poor,Medium,Yes,Regular,Minor,No,Medium,Average,Medium,Pass
534,9,Male,1,A,54,64,73,94,62,70,5,No,Graduate,47000,Cycle,3.93,Music,Yes,Poor,High,Yes,Regular,Chronic,No,Low,Good,Low,Pass
535,10,Male,11,B,57,73,66,57,73,65,3,Yes,High School,79784,Cycle,15.58,None,No,Poor,Medium,Yes,Irregular,None,Yes,High,Excellent,Low,Fail
536,14,Male,7,D,93,81,40,86,62,70,3,Yes,Graduate,23855,Cycle,12.48,Music,Yes,Good,High,No,Irregular,Minor,Yes,Low,Average,Medium,Fail
537,10,Female,6,D,53,57,49,42,94,95,6,No,High School,28095,Bus,6.71,Dance,No,Poor,Medium,No,Regular,Minor,No,Low,Excellent,High,Pass
538,7,Female,2,B,94,63,35,42,66,77,4,Yes,Graduate,76643,Bus,7.03,Music,Yes,Good,Low,No,Regular,None,No,High,Good,Low,Pass
539,15,Female,11,B,96,71,49,65,67,76,4,No,High School,64694,Cycle,10.71,Sports,No,Average,High,Yes,Regular,None,Yes,Medium,Excellent,Low,Fail
540,6,Female,5,C,60,65,99,99,75,99,5,No,Graduate,82176,Van,18.64,Music,No,Good,High,Yes,Irregular,Chronic,No,Low,Excellent,High,Fail
541,13,Male,6,C,65,92,69,80,99,74,3,No,Graduate,71198,Cycle,15.84,Dance,No,Good,High,Yes,Irregular,Minor,No,Medium,Good,High,Pass
542,13,Male,8,C,79,91,92,87,81,77,4,No,High School,78610,Cycle,11.48,Music,Yes,Average,Medium,No,Irregular,Minor,Yes,Medium,Good,High,Pass
543,16,Female,7,C,97,59,88,76,41,71,6,No,Graduate,82033,Walk,6.75,Dance,No,Poor,Low,Yes,Irregular,Minor,Yes,Low,Excellent,Medium,Fail
544,10,Female,3,A,67,52,88,50,54,67,3,Yes,Graduate,46245,Bus,17.96,Music,No,Average,Low,No,Irregular,Chronic,Yes,Medium,Good,Low,Fail
545,10,Female,2,C,79,41,39,94,72,67,7,Yes,Post Graduate,34000,Cycle,3.31,Music,Yes,Good,High,No,Irregular,Chronic,Yes,High,Average,High,Fail
546,12,Female,6,A,87,60,69,60,84,67,1,Yes,Graduate,51720,Walk,15.8,Music,No,Good,Low,Yes,Irregular,None,Yes,Low,Average,Low,Fail
547,9,Male,9,C,38,83,48,60,63,79,6,Yes,High School,37977,Van,17.9,Sports,No,Good,Medium,Yes,Irregular,None,No,High,Average,High,Fail
548,11,Male,2,D,43,37,93,96,82,79,5,No,Post Graduate,96252,Bus,6.27,Music,No,Poor,Low,Yes,Irregular,Minor,Yes,High,Good,Medium,Pass
549,6,Female,4,A,63,50,65,97,80,78,7,Yes,Post Graduate,25815,Cycle,7.33,Dance,Yes,Poor,High,No,Regular,None,No,Low,Good,Low,Pass
550,5,Female,1,B,45,68,67,47,75,63,1,Yes,Graduate,81014,Cycle,6.1,None,No,Good,High,No,Regular,Chronic,No,Medium,Excellent,High,Fail
551,13,Male,10,C,56,69,95,89,68,96,5,No,Post Graduate,21610,Walk,1.18,Dance,Yes,Poor,High,No,Irregular,Chronic,Yes,Medium,Excellent,Low,Fail
552,15,Female,6,B,72,67,40,99,45,86,6,Yes,Post Graduate,63843,Cycle,15.85,Dance,No,Poor,Medium,No,Irregular,Chronic,Yes,Medium,Excellent,High,Fail
553,10,Female,2,A,75,68,35,71,62,83,1,Yes,Graduate,28562,Bus,11.92,Sports,No,Good,High,No,Irregular,Chronic,Yes,Low,Excellent,High,Pass
554,11,Male,7,D,65,93,49,44,68,89,6,Yes,Graduate,10910,Bus,16.48,Sports,No,Good,High,No,Irregular,Chronic,No,Medium,Average,High,Pass
555,10,Female,5,C,99,81,81,63,40,92,3,No,Post Graduate,59553,Van,13.0,None,Yes,Poor,Low,No,Regular,Minor,No,Low,Excellent,Low,Pass
556,11,Male,1,C,60,68,49,74,35,71,5,Yes,Post Graduate,66079,Walk,14.77,Dance,No,Average,Medium,No,Regular,Minor,No,Low,Average,Medium,Pass
557,5,Male,12,B,94,91,42,62,63,91,3,Yes,High School,97662,Bus,14.1,Sports,No,Average,High,Yes,Irregular,None,Yes,High,Average,Low,Fail
558,11,Female,7,D,52,51,80,82,73,62,1,Yes,Graduate,35941,Cycle,8.02,None,No,Average,High,No,Irregular,Chronic,No,Low,Excellent,Medium,Fail
559,10,Male,7,C,88,61,52,35,96,70,5,Yes,Graduate,41159,Walk,4.68,None,Yes,Good,Medium,No,Irregular,Minor,Yes,High,Average,Low,Fail
560,8,Female,1,A,80,90,41,59,96,64,3,No,High School,31496,Walk,16.37,None,No,Poor,High,Yes,Regular,Minor,Yes,High,Excellent,Low,Fail
561,5,Female,6,A,60,63,50,63,74,71,3,Yes,High School,75186,Van,9.46,None,Yes,Poor,High,Yes,Regular,None,Yes,High,Excellent,Medium,Fail
562,8,Male,5,B,82,78,68,92,94,92,7,Yes,Post Graduate,29292,Van,13.64,Sports,No,Poor,Low,No,Regular,None,No,Medium,Average,Low,Fail
563,12,Male,5,B,42,48,46,54,99,92,5,Yes,Post Graduate,52811,Van,17.0,None,Yes,Good,High,No,Irregular,None,No,Medium,Excellent,High,Pass
564,15,Female,3,B,75,56,67,54,64,88,5,Yes,High School,63479,Walk,18.06,Music,No,Poor,Low,No,Regular,None,No,High,Excellent,High,Fail
565,11,Female,2,A,64,62,81,73,43,90,2,Yes,Post Graduate,46365,Bus,7.47,Dance,No,Poor,Medium,Yes,Irregular,Minor,Yes,Medium,Good,Medium,Fail
566,10,Female,2,D,87,84,89,94,53,88,6,Yes,Post Graduate,76442,Bus,0.95,Music,No,Good,Medium,Yes,Irregular,Minor,Yes,Medium,Excellent,Medium,Fail
567,9,Female,7,A,71,58,94,88,99,78,4,No,High School,16759,Van,1.04,Dance,No,Poor,Low,Yes,Regular,Minor,Yes,Low,Average,Low,Fail
568,7,Male,6,A,62,90,77,46,39,84,1,No,Post Graduate,14549,Van,15.5,None,Yes,Poor,Low,Yes,Irregular,Minor,Yes,Medium,Average,Low,Pass
